(NULL, 1953, 13),
(NULL, 345, 5),
(NULL, 1474, 47),
(NULL, 1357, 49),
(NULL, 1119, 4),
(NULL, 233, 26),
(NULL, 1592, 4),
(NULL, 899, 15),
(NULL, 1669, 34),
(NULL, 1568, 15),
(NULL, 1780, 19),
(NULL, 850, 26),
(NULL, 600, 45),
(NULL, 301, 36),
(NULL, 472, 39),
(NULL, 21, 37),
(NULL, 1950, 37),
(NULL, 1091, 2),
(NULL, 491, 18),
(NULL, 1645, 43),
(NULL, 1896, 17),
(NULL, 1211, 12),
(NULL, 510, 46),
(NULL, 1053, 10),
(NULL, 1423, 17),
(NULL, 359, 39),
(NULL, 1578, 16),
(NULL, 369, 41),
(NULL, 206, 46),
(NULL, 712, 11),
(NULL, 160, 7),
(NULL, 1617, 40),
(NULL, 1128, 38),
(NULL, 605, 36),
(NULL, 1917, 24),
(NULL, 665, 4),
(NULL, 762, 26),
(NULL, 565, 1),
(NULL, 604, 9),
(NULL, 54, 38),
(NULL, 1726, 35),
(NULL, 642, 24),
(NULL, 1376, 34),
(NULL, 261, 2),
(NULL, 1212, 17),
(NULL, 1379, 6),
(NULL, 461, 15),
(NULL, 831, 38),
(NULL, 1093, 23),
(NULL, 1404, 12),
(NULL, 1063, 15),
(NULL, 1894, 35),
(NULL, 205, 10),
(NULL, 237, 42),
(NULL, 605, 22),
(NULL, 1774, 17),
(NULL, 1093, 30),
(NULL, 919, 38),
(NULL, 1476, 43),
(NULL, 359, 50),
(NULL, 162, 42),
(NULL, 1350, 8),
(NULL, 1227, 3),
(NULL, 2, 15),
(NULL, 890, 35),
(NULL, 1491, 17),
(NULL, 1439, 12),
(NULL, 548, 40),
(NULL, 1990, 2),
(NULL, 678, 4),
(NULL, 1813, 14),
(NULL, 170, 6),
(NULL, 1758, 39),
(NULL, 953, 6),
(NULL, 1767, 41),
(NULL, 1005, 14),
(NULL, 657, 37),
(NULL, 922, 31),
(NULL, 1274, 10),
(NULL, 720, 29),
(NULL, 749, 41),
(NULL, 492, 10),
(NULL, 484, 26),
(NULL, 1905, 4),
(NULL, 1086, 44),
(NULL, 1575, 2),
(NULL, 590, 21),
(NULL, 1350, 5),
(NULL, 888, 41),
(NULL, 1657, 1),
(NULL, 1645, 9),
(NULL, 786, 30),
(NULL, 497, 32),
(NULL, 403, 24),
(NULL, 1730, 30),
(NULL, 1640, 16),
(NULL, 1451, 15),
(NULL, 1498, 45),
(NULL, 3, 27),
(NULL, 1133, 44),
(NULL, 1302, 27),
(NULL, 1584, 23),
(NULL, 1824, 35),
(NULL, 1453, 38),
(NULL, 1972, 50),
(NULL, 1534, 39),
(NULL, 1375, 1),
(NULL, 749, 43),
(NULL, 1569, 35),
(NULL, 407, 19),
(NULL, 1578, 19),
(NULL, 1863, 39),
(NULL, 550, 28),
(NULL, 1822, 21),
(NULL, 1458, 50),
(NULL, 260, 24),
(NULL, 1177, 26),
(NULL, 1364, 3),
(NULL, 985, 20),
(NULL, 847, 42),
(NULL, 1920, 49),
(NULL, 870, 33),
(NULL, 1266, 29),
(NULL, 1445, 28),
(NULL, 1617, 24),
(NULL, 1304, 3),
(NULL, 247, 13),
(NULL, 137, 44),
(NULL, 505, 3),
(NULL, 1957, 26),
(NULL, 850, 16),
(NULL, 413, 27),
(NULL, 1438, 3),
(NULL, 1406, 25),
(NULL, 1798, 20),
(NULL, 131, 32),
(NULL, 1606, 17),
(NULL, 1894, 5),
(NULL, 1850, 7),
(NULL, 547, 22),
(NULL, 1054, 49),
(NULL, 1231, 11),
(NULL, 1532, 34),
(NULL, 963, 6),
(NULL, 1386, 12),
(NULL, 1089, 40),
(NULL, 371, 12),
(NULL, 1452, 30),
(NULL, 1136, 23),
(NULL, 1529, 35),
(NULL, 1851, 24),
(NULL, 394, 22),
(NULL, 400, 1),
(NULL, 481, 5),
(NULL, 683, 14),
(NULL, 1857, 8),
(NULL, 240, 28),
(NULL, 1112, 21),
(NULL, 997, 31),
(NULL, 1030, 13),
(NULL, 1122, 27),
(NULL, 675, 10),
(NULL, 1651, 26),
(NULL, 1065, 12),
(NULL, 1289, 31),
(NULL, 1163, 39),
(NULL, 1903, 26),
(NULL, 1193, 24),
(NULL, 233, 37),
(NULL, 679, 36),
(NULL, 1774, 48),
(NULL, 394, 34),
(NULL, 640, 4),
(NULL, 1582, 17),
(NULL, 631, 15),
(NULL, 637, 15),
(NULL, 829, 3),
(NULL, 1513, 47),
(NULL, 1271, 10),
(NULL, 607, 42),
(NULL, 321, 38),
(NULL, 1235, 27),
(NULL, 1119, 10),
(NULL, 1377, 48),
(NULL, 1938, 48),
(NULL, 74, 38),
(NULL, 1213, 15),
(NULL, 1005, 41),
(NULL, 1386, 27),
(NULL, 1716, 16),
(NULL, 1135, 24),
(NULL, 775, 9),
(NULL, 1901, 32),
(NULL, 1278, 37),
(NULL, 516, 1),
(NULL, 1280, 49),
(NULL, 96, 20),
(NULL, 621, 17),
(NULL, 295, 1),
(NULL, 684, 43),
(NULL, 322, 49),
(NULL, 1958, 24),
(NULL, 72, 44),
(NULL, 1063, 36),
(NULL, 1581, 19),
(NULL, 1164, 4),
(NULL, 1030, 50),
(NULL, 222, 1),
(NULL, 1313, 26),
(NULL, 935, 25),
(NULL, 1111, 37),
(NULL, 111, 44),
(NULL, 1549, 36),
(NULL, 412, 40),
(NULL, 947, 3),
(NULL, 542, 18),
(NULL, 230, 42),
(NULL, 928, 33),
(NULL, 1647, 39),
(NULL, 764, 4),
(NULL, 1493, 1),
(NULL, 5, 44),
(NULL, 1966, 35),
(NULL, 1502, 42),
(NULL, 1474, 47),
(NULL, 1462, 31),
(NULL, 976, 22),
(NULL, 916, 13),
(NULL, 241, 50),
(NULL, 1122, 26),
(NULL, 89, 23),
(NULL, 600, 29),
(NULL, 1213, 2),
(NULL, 558, 30),
(NULL, 899, 30),
(NULL, 1207, 38),
(NULL, 222, 10),
(NULL, 671, 42),
(NULL, 428, 9),
(NULL, 704, 12),
(NULL, 234, 41),
(NULL, 379, 5),
(NULL, 399, 26),
(NULL, 1147, 39),
(NULL, 305, 7),
(NULL, 681, 45),
(NULL, 1094, 47),
(NULL, 998, 30),
(NULL, 825, 12),
(NULL, 1157, 26),
(NULL, 1383, 21),
(NULL, 454, 38),
(NULL, 1522, 18),
(NULL, 1227, 22),
(NULL, 1563, 39),
(NULL, 1113, 8),
(NULL, 484, 36),
(NULL, 1657, 32),
(NULL, 85, 39),
(NULL, 1138, 39),
(NULL, 47, 2),
(NULL, 468, 49),
(NULL, 107, 25),
(NULL, 878, 30),
(NULL, 1082, 26),
(NULL, 1240, 33),
(NULL, 1945, 19),
(NULL, 1428, 43),
(NULL, 619, 8),
(NULL, 1985, 30),
(NULL, 135, 36),
(NULL, 48, 29),
(NULL, 1448, 34),
(NULL, 1518, 48),
(NULL, 1477, 29),
(NULL, 1587, 47),
(NULL, 1556, 19),
(NULL, 1546, 3),
(NULL, 823, 2),
(NULL, 1219, 45),
(NULL, 772, 45),
(NULL, 781, 4),
(NULL, 401, 7),
(NULL, 1230, 24),
(NULL, 1028, 35),
(NULL, 718, 25),
(NULL, 579, 25),
(NULL, 1365, 29),
(NULL, 473, 21),
(NULL, 600, 15),
(NULL, 806, 28),
(NULL, 1536, 18),
(NULL, 267, 14),
(NULL, 931, 43),
(NULL, 454, 6),
(NULL, 1257, 34),
(NULL, 1797, 28),
(NULL, 1142, 9),
(NULL, 214, 20),
(NULL, 855, 6),
(NULL, 290, 48),
(NULL, 618, 16),
(NULL, 1060, 4),
(NULL, 1387, 17),
(NULL, 493, 25),
(NULL, 719, 25),
(NULL, 67, 33),
(NULL, 487, 36),
(NULL, 970, 45),
(NULL, 509, 2),
(NULL, 359, 37),
(NULL, 1447, 24),
(NULL, 1070, 33),
(NULL, 1755, 28),
(NULL, 777, 4),
(NULL, 1969, 18),
(NULL, 1938, 14),
(NULL, 434, 37),
(NULL, 51, 33),
(NULL, 639, 2),
(NULL, 827, 26),
(NULL, 171, 30),
(NULL, 1146, 43),
(NULL, 880, 35),
(NULL, 1257, 20),
(NULL, 1030, 19),
(NULL, 1857, 15),
(NULL, 1864, 39),
(NULL, 1857, 29),
(NULL, 1918, 1),
(NULL, 1570, 9),
(NULL, 320, 2),
(NULL, 161, 19),
(NULL, 356, 44),
(NULL, 1045, 10),
(NULL, 1238, 9),
(NULL, 752, 32),
(NULL, 1393, 24),
(NULL, 871, 39),
(NULL, 791, 41),
(NULL, 1137, 49),
(NULL, 221, 19),
(NULL, 415, 12),
(NULL, 1363, 12),
(NULL, 1413, 23),
(NULL, 1786, 27),
(NULL, 1766, 47),
(NULL, 329, 7),
(NULL, 323, 3),
(NULL, 1134, 33),
(NULL, 175, 12),
(NULL, 1061, 39),
(NULL, 992, 9),
(NULL, 657, 15),
(NULL, 1504, 18),
(NULL, 1049, 48),
(NULL, 654, 26),
(NULL, 429, 27),
(NULL, 1010, 9),
(NULL, 402, 30),
(NULL, 62, 1),
(NULL, 1370, 34),
(NULL, 1425, 27),
(NULL, 1680, 50),
(NULL, 1281, 13),
(NULL, 1466, 2),
(NULL, 1369, 44),
(NULL, 514, 37),
(NULL, 1707, 3),
(NULL, 930, 48),
(NULL, 13, 26),
(NULL, 870, 31),
(NULL, 1752, 43),
(NULL, 1415, 41),
(NULL, 611, 41),
(NULL, 1671, 46),
(NULL, 1975, 46),
(NULL, 1839, 43),
(NULL, 578, 16),
(NULL, 1740, 8),
(NULL, 619, 22),
(NULL, 392, 4),
(NULL, 1001, 49),
(NULL, 304, 3),
(NULL, 383, 36),
(NULL, 400, 11),
(NULL, 849, 25),
(NULL, 1041, 2),
(NULL, 1722, 44),
(NULL, 606, 2),
(NULL, 731, 1),
(NULL, 1555, 1),
(NULL, 1629, 15),
(NULL, 394, 47),
(NULL, 1388, 41),
(NULL, 1821, 16),
(NULL, 1808, 49),
(NULL, 1951, 37),
(NULL, 1413, 1),
(NULL, 426, 34),
(NULL, 444, 3),
(NULL, 239, 4),
(NULL, 1379, 15),
(NULL, 340, 46),
(NULL, 872, 33),
(NULL, 1610, 34),
(NULL, 1822, 41),
(NULL, 666, 18),
(NULL, 680, 42),
(NULL, 913, 45),
(NULL, 488, 24),
(NULL, 1437, 9),
(NULL, 513, 15),
(NULL, 1371, 13),
(NULL, 533, 36),
(NULL, 1677, 35),
(NULL, 1555, 4),
(NULL, 1883, 32),
(NULL, 878, 2),
(NULL, 1656, 32),
(NULL, 5, 30),
(NULL, 1153, 37),
(NULL, 1830, 35),
(NULL, 1435, 10),
(NULL, 1129, 2),
(NULL, 1432, 38),
(NULL, 616, 49),
(NULL, 1442, 10),
(NULL, 754, 14),
(NULL, 637, 38),
(NULL, 204, 34),
(NULL, 1662, 7),
(NULL, 638, 23),
(NULL, 1492, 17),
(NULL, 320, 12),
(NULL, 698, 33),
(NULL, 202, 9),
(NULL, 271, 1),
(NULL, 1778, 33),
(NULL, 849, 5),
(NULL, 236, 6),
(NULL, 221, 16),
(NULL, 67, 16),
(NULL, 480, 33),
(NULL, 277, 19),
(NULL, 97, 48),
(NULL, 245, 24),
(NULL, 1182, 39),
(NULL, 794, 15),
(NULL, 562, 24),
(NULL, 1379, 47),
(NULL, 679, 6),
(NULL, 409, 39),
(NULL, 1191, 45),
(NULL, 603, 26),
(NULL, 1798, 38),
(NULL, 1045, 39),
(NULL, 905, 26),
(NULL, 1511, 19),
(NULL, 1803, 7),
(NULL, 1645, 1),
(NULL, 1679, 22),
(NULL, 1743, 42),
(NULL, 1545, 45),
(NULL, 879, 45),
(NULL, 779, 12),
(NULL, 806, 42),
(NULL, 1891, 23),
(NULL, 959, 26),
(NULL, 841, 31),
(NULL, 152, 11),
(NULL, 458, 10),
(NULL, 596, 50),
(NULL, 1002, 28),
(NULL, 846, 29),
(NULL, 969, 13),
(NULL, 535, 38),
(NULL, 1481, 42),
(NULL, 1922, 26),
(NULL, 124, 6),
(NULL, 613, 34),
(NULL, 1834, 5),
(NULL, 1355, 15),
(NULL, 673, 41),
(NULL, 967, 48),
(NULL, 554, 7),
(NULL, 1795, 3),
(NULL, 1388, 13),
(NULL, 115, 27),
(NULL, 468, 16),
(NULL, 761, 29),
(NULL, 412, 23),
(NULL, 1671, 24),
(NULL, 553, 38),
(NULL, 1960, 45),
(NULL, 533, 21),
(NULL, 920, 18),
(NULL, 887, 31),
(NULL, 380, 20),
(NULL, 1917, 29),
(NULL, 410, 4),
(NULL, 1379, 19),
(NULL, 1272, 12),
(NULL, 1125, 18),
(NULL, 517, 20),
(NULL, 104, 49),
(NULL, 1432, 21),
(NULL, 743, 30),
(NULL, 640, 36),
(NULL, 908, 16),
(NULL, 585, 33),
(NULL, 1498, 17),
(NULL, 1449, 46),
(NULL, 1281, 37),
(NULL, 1349, 36),
(NULL, 690, 30),
(NULL, 1182, 33),
(NULL, 466, 13),
(NULL, 925, 14),
(NULL, 1258, 41),
(NULL, 632, 2),
(NULL, 43, 33),
(NULL, 1195, 23),
(NULL, 1160, 19),
(NULL, 308, 34),
(NULL, 1515, 36),
(NULL, 784, 40),
(NULL, 200, 41),
(NULL, 1249, 5),
(NULL, 916, 3),
(NULL, 216, 10),
(NULL, 720, 1),
(NULL, 992, 36),
(NULL, 902, 42),
(NULL, 397, 21),
(NULL, 439, 10),
(NULL, 1414, 28),
(NULL, 243, 15),
(NULL, 61, 47),
(NULL, 1768, 5),
(NULL, 1481, 34),
(NULL, 1729, 15),
(NULL, 68, 2),
(NULL, 1788, 36),
(NULL, 984, 29),
(NULL, 1868, 7),
(NULL, 1530, 39),
(NULL, 1395, 38),
(NULL, 525, 15),
(NULL, 1833, 29),
(NULL, 427, 10),
(NULL, 1369, 12),
(NULL, 48, 37),
(NULL, 626, 22),
(NULL, 8, 19),
(NULL, 325, 45),
(NULL, 1060, 6),
(NULL, 632, 37),
(NULL, 1984, 18),
(NULL, 481, 50),
(NULL, 1940, 33),
(NULL, 1734, 33),
(NULL, 877, 17),
(NULL, 683, 50),
(NULL, 1447, 20),
(NULL, 1197, 16),
(NULL, 1240, 7),
(NULL, 640, 42),
(NULL, 1819, 44),
(NULL, 1069, 40),
(NULL, 1754, 18),
(NULL, 1807, 24),
(NULL, 963, 34),
(NULL, 1886, 26),
(NULL, 1051, 46),
(NULL, 1800, 2),
(NULL, 725, 40),
(NULL, 1728, 17),
(NULL, 1203, 43),
(NULL, 106, 47),
(NULL, 1678, 11),
(NULL, 299, 26),
(NULL, 638, 16),
(NULL, 440, 44),
(NULL, 1305, 27),
(NULL, 69, 49),
(NULL, 92, 10),
(NULL, 473, 13),
(NULL, 1493, 34),
(NULL, 353, 34),
(NULL, 790, 26),
(NULL, 909, 13),
(NULL, 971, 11),
(NULL, 1212, 47),
(NULL, 1485, 20),
(NULL, 1044, 33),
(NULL, 982, 37),
(NULL, 349, 33),
(NULL, 1355, 4),
(NULL, 74, 35),
(NULL, 1975, 8),
(NULL, 312, 18),
(NULL, 1834, 9),
(NULL, 1622, 44),
(NULL, 1484, 44),
(NULL, 223, 45),
(NULL, 1760, 43),
(NULL, 1862, 28),
(NULL, 365, 10),
(NULL, 480, 43),
(NULL, 1565, 6),
(NULL, 214, 20),
(NULL, 284, 8),
(NULL, 1937, 8),
(NULL, 1139, 39),
(NULL, 1727, 26),
(NULL, 894, 24),
(NULL, 913, 19),
(NULL, 636, 32),
(NULL, 1050, 24),
(NULL, 81, 42),
(NULL, 1349, 35),
(NULL, 115, 25),
(NULL, 964, 2),
(NULL, 688, 15),
(NULL, 347, 6),
(NULL, 669, 50),
(NULL, 165, 44),
(NULL, 1728, 7),
(NULL, 1665, 47),
(NULL, 405, 31),
(NULL, 628, 34),
(NULL, 1769, 46),
(NULL, 1366, 20),
(NULL, 190, 25),
(NULL, 191, 50),
(NULL, 532, 4),
(NULL, 218, 11),
(NULL, 515, 1),
(NULL, 1549, 33),
(NULL, 1689, 9),
(NULL, 1533, 42),
(NULL, 615, 43),
(NULL, 1633, 38),
(NULL, 1372, 40),
(NULL, 1784, 21),
(NULL, 1132, 24),
(NULL, 278, 38),
(NULL, 880, 37),
(NULL, 1211, 21),
(NULL, 1936, 37),
(NULL, 1331, 17),
(NULL, 686, 2),
(NULL, 135, 35),
(NULL, 1353, 19),
(NULL, 61, 2),
(NULL, 1168, 13),
(NULL, 1314, 27),
(NULL, 547, 38),
(NULL, 537, 28),
(NULL, 1427, 4),
(NULL, 1653, 47),
(NULL, 730, 37),
(NULL, 884, 19),
(NULL, 1927, 6),
(NULL, 141, 10),
(NULL, 1604, 4),
(NULL, 437, 30),
(NULL, 1486, 14),
(NULL, 1189, 3),
(NULL, 192, 39),
(NULL, 1922, 16),
(NULL, 1613, 18),
(NULL, 1733, 42),
(NULL, 585, 1),
(NULL, 1262, 25),
(NULL, 1418, 32),
(NULL, 1619, 4),
(NULL, 938, 21),
(NULL, 1086, 1),
(NULL, 1480, 1),
(NULL, 1253, 15),
(NULL, 670, 50),
(NULL, 1971, 15),
(NULL, 821, 24),
(NULL, 7, 43),
(NULL, 1936, 29),
(NULL, 931, 12),
(NULL, 915, 41),
(NULL, 930, 24),
(NULL, 634, 18),
(NULL, 1941, 46),
(NULL, 1515, 22),
(NULL, 422, 49),
(NULL, 948, 50),
(NULL, 78, 31),
(NULL, 1126, 1),
(NULL, 1238, 17),
(NULL, 1359, 45),
(NULL, 1260, 15),
(NULL, 956, 27),
(NULL, 1059, 7),
(NULL, 1088, 39),
(NULL, 289, 49),
(NULL, 1121, 12),
(NULL, 560, 31),
(NULL, 30, 48),
(NULL, 241, 15),
(NULL, 312, 5),
(NULL, 1967, 30),
(NULL, 79, 28),
(NULL, 1530, 43),
(NULL, 429, 45),
(NULL, 1569, 32),
(NULL, 1733, 5),
(NULL, 991, 5),
(NULL, 1156, 40),
(NULL, 1555, 16),
(NULL, 583, 24),
(NULL, 719, 29),
(NULL, 1840, 50),
(NULL, 1582, 42),
(NULL, 1012, 7),
(NULL, 1717, 15),
(NULL, 112, 14),
(NULL, 761, 8),
(NULL, 897, 43),
(NULL, 64, 23),
(NULL, 376, 13),
(NULL, 56, 28),
(NULL, 159, 35),
(NULL, 967, 26),
(NULL, 334, 41),
(NULL, 602, 24),
(NULL, 637, 47),
(NULL, 1108, 41),
(NULL, 1409, 8),
(NULL, 880, 7),
(NULL, 297, 25),
(NULL, 1671, 7),
(NULL, 380, 50),
(NULL, 992, 27),
(NULL, 1589, 31),
(NULL, 1003, 13),
(NULL, 291, 38),
(NULL, 405, 13),
(NULL, 1067, 36),
(NULL, 437, 5),
(NULL, 523, 29),
(NULL, 795, 25),
(NULL, 326, 40),
(NULL, 1408, 38),
(NULL, 848, 50),
(NULL, 1584, 37),
(NULL, 912, 26),
(NULL, 587, 48),
(NULL, 1430, 45),
(NULL, 860, 31),
(NULL, 568, 22),
(NULL, 831, 7),
(NULL, 508, 21),
(NULL, 1570, 35),
(NULL, 979, 18),
(NULL, 1674, 30),
(NULL, 601, 26),
(NULL, 1166, 13),
(NULL, 1378, 37),
(NULL, 307, 1),
(NULL, 1651, 25),
(NULL, 965, 50),
(NULL, 140, 14),
(NULL, 404, 43),
(NULL, 1324, 46),
(NULL, 1317, 38),
(NULL, 764, 21),
(NULL, 1583, 27),
(NULL, 721, 36),
(NULL, 969, 25),
(NULL, 1587, 28),
(NULL, 1330, 16),
(NULL, 686, 25),
(NULL, 339, 6),
(NULL, 507, 2),
(NULL, 1726, 9),
(NULL, 1857, 44),
(NULL, 1222, 37),
(NULL, 1351, 6),
(NULL, 324, 19),
(NULL, 1955, 2),
(NULL, 1148, 10),
(NULL, 82, 7),
(NULL, 989, 20),
(NULL, 177, 24),
(NULL, 1691, 7),
(NULL, 965, 27),
(NULL, 1994, 26),
(NULL, 703, 41),
(NULL, 176, 38),
(NULL, 1567, 1),
(NULL, 925, 22),
(NULL, 465, 15),
(NULL, 353, 1),
(NULL, 99, 7),
(NULL, 229, 3),
(NULL, 58, 19),
(NULL, 1954, 30),
(NULL, 1098, 10),
(NULL, 1067, 3),
(NULL, 1468, 42),
(NULL, 1806, 13),
(NULL, 1548, 40),
(NULL, 1221, 27),
(NULL, 156, 9),
(NULL, 641, 50),
(NULL, 918, 19),
(NULL, 607, 7),
(NULL, 203, 33),
(NULL, 68, 32),
(NULL, 388, 37),
(NULL, 548, 23),
(NULL, 668, 22),
(NULL, 1684, 20),
(NULL, 1440, 32),
(NULL, 539, 4),
(NULL, 389, 40),
(NULL, 1153, 5),
(NULL, 1100, 39),
(NULL, 482, 18),
(NULL, 1318, 36),
(NULL, 1313, 22),
(NULL, 252, 42),
(NULL, 104, 26),
(NULL, 276, 33),
(NULL, 1047, 6),
(NULL, 1206, 2),
(NULL, 550, 2),
(NULL, 678, 34),
(NULL, 1939, 20),
(NULL, 1409, 15),
(NULL, 1041, 33),
(NULL, 873, 41),
(NULL, 868, 7),
(NULL, 1664, 30),
(NULL, 23, 27),
(NULL, 4, 50),
(NULL, 648, 36),
(NULL, 686, 21),
(NULL, 358, 23),
(NULL, 1689, 33),
(NULL, 60, 14),
(NULL, 728, 50),
(NULL, 919, 25),
(NULL, 111, 19),
(NULL, 1890, 16),
(NULL, 1759, 21),
(NULL, 251, 3),
(NULL, 734, 14),
(NULL, 1762, 35),
(NULL, 1496, 35),
(NULL, 1130, 27),
(NULL, 47, 43),
(NULL, 1420, 25),
(NULL, 411, 24),
(NULL, 203, 22),
(NULL, 111, 50),
(NULL, 1902, 9),
(NULL, 840, 1),
(NULL, 475, 9),
(NULL, 1560, 22),
(NULL, 1742, 12),
(NULL, 1179, 11),
(NULL, 75, 44),
(NULL, 1976, 35),
(NULL, 1421, 44),
(NULL, 1851, 3),
(NULL, 894, 39),
(NULL, 707, 18),
(NULL, 1415, 34),
(NULL, 1442, 37),
(NULL, 793, 13),
(NULL, 182, 5),
(NULL, 1713, 9),
(NULL, 155, 38),
(NULL, 1325, 40),
(NULL, 1726, 44),
(NULL, 1119, 9),
(NULL, 1837, 18),
(NULL, 1468, 3),
(NULL, 1682, 41),
(NULL, 1106, 32),
(NULL, 1738, 17),
(NULL, 77, 44),
(NULL, 440, 48),
(NULL, 1855, 27),
(NULL, 1865, 47),
(NULL, 757, 21),
(NULL, 858, 3),
(NULL, 1304, 37),
(NULL, 462, 28),
(NULL, 447, 17),
(NULL, 297, 7),
(NULL, 1349, 43),
(NULL, 643, 38),
(NULL, 1118, 43),
(NULL, 349, 37),
(NULL, 504, 45),
(NULL, 1889, 10),
(NULL, 1046, 17),
(NULL, 1002, 2),
(NULL, 1728, 27),
(NULL, 1470, 9),
(NULL, 1502, 42),
(NULL, 1546, 48),
(NULL, 454, 19),
(NULL, 33, 9),
(NULL, 1265, 4),
(NULL, 1956, 42),
(NULL, 1430, 48),
(NULL, 349, 13),
(NULL, 529, 14),
(NULL, 1780, 36),
(NULL, 55, 43),
(NULL, 1065, 50),
(NULL, 1771, 5),
(NULL, 370, 11),
(NULL, 1637, 16),
(NULL, 730, 28),
(NULL, 190, 21),
(NULL, 727, 28),
(NULL, 367, 12),
(NULL, 148, 1),
(NULL, 1588, 43),
(NULL, 1308, 48),
(NULL, 998, 4),
(NULL, 799, 19),
(NULL, 322, 5),
(NULL, 1162, 46),
(NULL, 17, 20),
(NULL, 1060, 20),
(NULL, 1287, 43),
(NULL, 1766, 47),
(NULL, 1337, 34),
(NULL, 1328, 41),
(NULL, 1248, 3),
(NULL, 277, 49),
(NULL, 1569, 42),
(NULL, 842, 42),
(NULL, 417, 34),
(NULL, 547, 31),
(NULL, 896, 5),
(NULL, 1597, 6),
(NULL, 1527, 38),
(NULL, 469, 45),
(NULL, 579, 39),
